#,Sentence#,Token,Tag-Mixed,Segment
16605,873,التجمع,,التجمع
16606,873,eish,,eish
16607,873,w,,w
16608,873,gebna,,gebna
16609,873,الزمالك,,الزمالك
16610,873,butcher’s,,butcher’s
16611,873,burger,,burger
16612,873,shocks,,shocks
16613,873,burger,,burger
16614,873,-,,-
16615,873,أقوي,,أقوي
16616,873,أكل,,أكل
16617,873,مصري,,مصري
16618,873,:,,:
16619,873,كبدة,,كبدة
16620,873,البرنس,,البرنس
16621,873,-,,-
16622,873,إمبابة,,إمبابة
16623,873,بتاو,,بتاو
16624,873,-,,-
16625,873,مصر,,مصر
16626,873,الجديدة,,الجديدة
16627,873,القاهرة,,القاهرة
16628,873,٣٠,,٣٠
16629,873,-,,-
16630,873,المقطم,,المقطم
16631,873,_______________,,_______________
16632,873,-,,-
16633,873,أقوي,,أقوي
16634,873,كباب,,كباب
16635,873,وكفتة,,وكفتة
16636,873,:,,:
16637,873,جمال,,جمال
16638,873,الشلقامي,,الشلقامي
16639,873,-,,-
16640,873,الجيزة,,الجيزة
16641,873,الرفاعي,,الرفاعي
16642,873,-,,-
16643,873,السيدة,,السيدة
16644,873,زينب,,زينب
16645,873,كبابجي,,كبابجي
16646,873,الصفا,,الصفا
16647,873,-,,-
16648,873,باب,,باب
16649,873,الشعرية,,الشعرية
16650,873,_______________,,_______________
16651,873,-,,-
16652,873,أقوي,,أقوي
16653,873,حواوشي,,حواوشي
16654,873,:,,:
16655,873,حواوشي,,حواوشي
16656,873,الربيع,,الربيع
16657,873,-,,-
16658,873,إمبابة,,إمبابة
16659,873,حواوشي,,حواوشي
16660,873,الرفاعي,,الرفاعي
16661,873,-,,-
16662,873,عابدين,,عابدين
16663,873,_______________,,_______________
16664,873,-,,-
16665,873,أقوي,,أقوي
16666,873,شاورما,,شاورما
16667,873,مصري,,مصري
16668,873,:,,:
16669,873,مفيش,,مفيش
16670,873,"""",,""""
16671,873,أقوي,,أقوي
16672,873,"""،",,"""،"
16673,873,كلهم,,كلهم
16674,873,بحالات,,بحالات
16675,873,.,,.
16676,874,_______________,,_______________
16677,874,-,,-
16678,874,أقوي,,أقوي
16679,874,كبدة,,كبدة
16680,874,وسجق,,وسجق
16681,874,:,,:
16682,874,كامبا,,كامبا
16683,874,-,,-
16684,874,مدينة,,مدينة
16685,874,نصر,,نصر
16686,874,_______________,,_______________
16687,874,-,,-
16688,874,أقوي,,أقوي
16689,874,فطاطري,,فطاطري
16690,874,:,,:
16691,874,القلاع,,القلاع
16692,874,في,,في
16693,874,إسكندرية,,إسكندرية
16694,874,فطاطري,,فطاطري
16695,874,وائل,,وائل
16696,874,في,,في
16697,874,ميدان,,ميدان
16698,874,سفير,,سفير
16699,874,_______________,,_______________
16700,874,-,,-
16701,874,أقوي,,أقوي
16702,874,سي,,سي
16703,874,فوود,,فوود
16704,874,:,,:
16705,874,فرج,,فرج
16706,874,في,,في
16707,874,إسكندرية,,إسكندرية
16708,874,الأندلس,,الأندلس
16709,874,-,,-
16710,874,التجمع,,التجمع
16711,874,_______________,,_______________
16712,874,-,,-
16713,874,أقوي,,أقوي
16714,874,فرايد,,فرايد
16715,874,تشيكن,,تشيكن
16716,874,:,,:
16717,874,رغم,,رغم
16718,874,كل,,كل
16719,874,مطاعم,,مطاعم
16720,874,الفرايد,,الفرايد
16721,874,تشيكن,,تشيكن
16722,874,الكتيرة,,الكتيرة
16723,874,بزيادة,,بزيادة
16724,874,اللي,,اللي
16725,874,فتحت,,فتحت
16726,874,دي,,دي
16727,874,،,,،
16728,874,إلا,,إلا
16729,874,إن,,إن
16730,874,قليلين,,قليلين
16731,874,اللي,,اللي
16732,874,فعلا,,فعلا
16733,874,كويسين,,كويسين
16734,874,..‏,,..‏
16735,874,kansas,,kansas
16736,874,kokio,,kokio
16737,874,-,,-
16738,874,المعادي,,المعادي
16739,874,heart,,heart
16740,874,attack,,attack
16741,874,chicken,,chicken
16742,874,planet,,planet
16743,874,-,,-
16744,874,الدقي,,الدقي
16745,874,roger’s,,roger’s
16746,874,_______________,,_______________
16747,874,-,,-
16748,874,أقوي,,أقوي
16749,874,پيتزا,,پيتزا
16750,874,أمريكاني,,أمريكاني
16751,874,:,,:
16752,874,primo,,primo
16753,874,’,,’
16754,874,s,,s
16755,874,pizza,,pizza
16756,874,papa,,papa
16757,874,john’s,,john’s
16758,874,_______________,,_______________
16759,874,-,,-
16760,874,أقوي,,أقوي
16761,874,پيتزا,,پيتزا
16762,874,إيطالي,,إيطالي
16763,874,:‏,,:‏
16764,874,900,,900
16765,874,degrees,,degrees
16766,874,‏,,‏
16767,874,3al,,3al
16768,874,7atab,,7atab
16769,874,‏,,‏
16770,874,eatery,,eatery
16771,874,‏,,‏
16772,874,andiamo,,andiamo
16773,874,_______________,,_______________
16774,874,-,,-
16775,874,أقوي,,أقوي
16776,874,مطاعم,,مطاعم
16777,874,للمطبخ,,للمطبخ
16778,874,العالمي,,العالمي
16779,874,:,,:
16780,874,eatery,,eatery
16781,874,sedra,,sedra
16782,874,paul,,paul
16783,874,crave,,crave
16784,874,tres,,tres
16785,874,bon,,bon
16786,874,il,,il
16787,874,mulino,,mulino
16788,874,_______________,,_______________
16789,874,-,,-
16790,874,أقوي,,أقوي
16791,874,مكان,,مكان
16792,874,ستيك,,ستيك
16793,874,:‎,,:‎
16794,874,ريح,,ريح
16795,874,نفسك,,نفسك
16796,874,بدل,,بدل
16797,874,ما,,ما
16798,874,تدفع,,تدفع
16799,874,دم,,دم
16800,874,قلبك,,قلبك
16801,874,هات,,هات
16802,874,ستيك,,ستيك
16803,874,من,,من
16804,874,prime,,prime
16805,874,cuts,,cuts
16806,874,وسويه,,وسويه
16807,874,بمعرفتك,,بمعرفتك
16808,874,.,,.
16809,875,_______________,,_______________
16810,875,-,,-
16811,875,أقوي,,أقوي
16812,875,مطعم,,مطعم
16813,875,إيطالي,,إيطالي
16814,875,:,,:
16815,875,san,,san
16816,875,marino,,marino
16817,875,900,,900
16818,875,degrees,,degrees
16819,875,_______________,,_______________
16820,875,-,,-
16821,875,أقوي,,أقوي
16822,875,pasta,,pasta
16823,875,:,,:
16824,875,eatery,,eatery
16825,875,san,,san
16826,875,marino,,marino
16827,875,o’s,,o’s
16828,875,pasta,,pasta
16829,875,pasta,,pasta
16830,875,bakery,,bakery
16831,875,_______________,,_______________
16832,875,-,,-
16833,875,أقوي,,أقوي
16834,875,سندوتشات,,سندوتشات
16835,875,فاست,,فاست
16836,875,فوود,,فوود
16837,875,:,,:
16838,875,uncle,,uncle
16839,875,tonny,,tonny
16840,875,smiley’s,,smiley’s
16841,875,grill,,grill
16842,875,الشافعي,,الشافعي
16843,875,طازة,,طازة
16844,875,bido,,bido
16845,875,_______________,,_______________
16846,875,-,,-
16847,875,أقوي,,أقوي
16848,875,فطار,,فطار
16849,875,أمريكي,,أمريكي
16850,875,رايق,,رايق
16851,875,:,,:
16852,875,eish,,eish
16853,875,w,,w
16854,875,gebna,,gebna
16855,875,paul,,paul
16856,875,ralph’s,,ralph’s
16857,875,german,,german
16858,875,bakery,,bakery
16859,875,lucille,,lucille
16860,875,’,,’
16861,875,s,,s
16862,875,_______________,,_______________
16863,875,-,,-
16864,875,أقوي,,أقوي
16865,875,فطار,,فطار
16866,875,مصري,,مصري
16867,875,عنيف,,عنيف
16868,875,:,,:
16869,875,عم,,عم
16870,875,بشندي,,بشندي
16871,875,عربيات,,عربيات
16872,875,الفول,,الفول
16873,875,الجميلة,,الجميلة
16874,875,اللي,,اللي
16875,875,لا,,لا
16876,875,تعد,,تعد
16877,875,ولا,,ولا
16878,875,تحصي,,تحصي
16879,875,.,,.
16880,876,_______________,,_______________
16881,876,-,,-
16882,876,أقوي,,أقوي
16883,876,فطار,,فطار
16884,876,مصري,,مصري
16885,876,رايق,,رايق
16886,876,:,,:
16887,876,tabali,,tabali
16888,876,zooba,,zooba
16889,876,_______________,,_______________
16890,876,-,,-
16891,876,أقوي,,أقوي
16892,876,مطعم,,مطعم
16893,876,سوري,,سوري
16894,876,:,,:
16895,876,إبن,,إبن
16896,876,الشام,,الشام
16897,876,حلب,,حلب
16898,876,جريل,,جريل
16899,876,أبو,,أبو
16900,876,أنس,,أنس
16901,876,السوري,,السوري
16902,876,_______________,,_______________
16903,876,-,,-
16904,876,أقوي,,أقوي
16905,876,سوشي,,سوشي
16906,876,:‏,,:‏
16907,876,garnell,,garnell
16908,876,‏,,‏
16909,876,fuego,,fuego
16910,876,‏,,‏
16911,876,mori,,mori
16912,876,(,,(
16913,876,without,,without
16914,876,the,,the
16915,876,offer,,offer
16916,876,)‏,,)‏
16917,876,arigato,,arigato
16918,876,_______________,,_______________
16919,876,-,,-
16920,876,أقوي,,أقوي
16921,876,مطعم,,مطعم
16922,876,صيني,,صيني
16923,876,:,,:
16924,876,joy,,joy
16925,876,luck,,luck
16926,876,-,,-
16927,876,المعادي,,المعادي
16928,876,_______________,,_______________
16929,876,-,,-
16930,876,أقوي,,أقوي
16931,876,مطعم,,مطعم
16932,876,مكسيكي,,مكسيكي
16933,876,:,,:
16934,876,gringo’s,,gringo’s
16935,876,_______________,,_______________
16936,876,-,,-
16937,876,أقوي,,أقوي
16938,876,مطعم,,مطعم
16939,876,لبناني,,لبناني
16940,876,:,,:
16941,876,مفيش,,مفيش
16942,876,إقبال,,إقبال
16943,876,عام,,عام
16944,876,علي,,علي
16945,876,مطعم,,مطعم
16946,876,معين,,معين
16947,876,.,,.
16948,877,_______________,,_______________
16949,877,-,,-
16950,877,أقوي,,أقوي
16951,877,مطعم,,مطعم
16952,877,هندي,,هندي
16953,877,:,,:
16954,877,مهراچا,,مهراچا
16955,877,_______________,,_______________
16956,877,-,,-
16957,877,أقوي,,أقوي
16958,877,تحلية,,تحلية
16959,877,:,,:
16960,877,bocca,,bocca
16961,877,dip,,dip
16962,877,‘,,‘
16963,877,n,,n
16964,877,’,,’
16965,877,dip,,dip
16966,877,sublime,,sublime
16967,877,mandarine,,mandarine
16968,877,qoueider,,qoueider
16969,877,house,,house
16970,877,of,,of
16971,877,cocoa,,cocoa
16972,877,_______________,,_______________
16973,877,-,,-
16974,877,أقوي,,أقوي
16975,877,آيس,,آيس
16976,877,كريم,,كريم
16977,877,:,,:
16978,877,mandarine,,mandarine
16979,877,qoueider,,qoueider
16980,877,stavolta,,stavolta
16981,877,_______________,,_______________
16982,877,-,,-
16983,877,أقوي,,أقوي
16984,877,كشري,,كشري
16985,877,:,,:
16986,877,عمر,,عمر
16987,877,إتنين,,إتنين
16988,877,ما,,ما
16989,877,إتفقوا,,إتفقوا
16990,877,علي,,علي
16991,877,مكان,,مكان
16992,877,واحد,,واحد
16993,877,بس,,بس
16994,877,سيد,,سيد
16995,877,حنفي,,حنفي
16996,877,كان,,كان
16997,877,عالي,,عالي
16998,877,أوي,,أوي
16999,877,السنة,,السنة
17000,877,دي,,دي
17001,877,_______________,,_______________
17002,877,-,,-
17003,877,أقوي,,أقوي
17004,877,سحور,,سحور
17005,877,رمضان,,رمضان
17006,877,:,,:
17007,877,taghmisa,,taghmisa
17008,877,eish,,eish
17009,877,w,,w
17010,877,gebna,,gebna
17011,877,القاهرة,,القاهرة
17012,877,٣٠,,٣٠
17013,877,المسحراتي,,المسحراتي
17014,877,_______________,,_______________
17015,877,-,,-
17016,877,أقوي,,أقوي
17017,877,مخبوزات,,مخبوزات
17018,877,:,,:
17019,877,sublime,,sublime
17020,877,وبعد,,وبعد
17021,877,سوبليم,,سوبليم
17022,877,ب٤,,ب٤
17023,877,-,,-
17024,877,٥,,٥
17025,877,أرقام,,أرقام
17026,877,،,,،
17027,877,ييجي,,ييجي
17028,877,paul,,paul
17029,877,و,,و
17030,877,ovio,,ovio
17031,877,و,,و
17032,877,tbs,,tbs
17033,877,و,,و
17034,877,breadfast,,breadfast
17035,877,.,,.
17036,878,شكرا,,شكرا
17037,878,ميرسي,,ميرسي
17038,878,جدا,,جدا
17039,879,#,,#
17040,879,بتاو,,بتاو
17041,879,من,,من
17042,879,الأماكن,,الأماكن
17043,879,القليلة,,القليلة
17044,879,اللي,,اللي
17045,879,بتقدم,,بتقدم
17046,879,منيو,,منيو
17047,879,مصري,,مصري
17048,879,fusion,,fusion
17049,879,أو,,أو
17050,879,أكل,,أكل
17051,879,مصري,,مصري
17052,879,فعلا,,فعلا
17053,879,مختلف,,مختلف
17054,879,سواء,,سواء
17055,879,في,,في
17056,879,الفطار,,الفطار
17057,879,أو,,أو
17058,879,في,,في
17059,879,الغدا,,الغدا
17060,879,ومؤخرا,,ومؤخرا
17061,879,زودوا,,زودوا
17062,879,شوية,,شوية
17063,879,اصناف,,اصناف
17064,879,في,,في
17065,879,منيو,,منيو
17066,879,الغدا,,الغدا
17067,879,بتاعهم,,بتاعهم
17068,879,كان,,كان
17069,879,ليا,,ليا
17070,879,معاها,,معاها
17071,879,تجربة,,تجربة
17072,879,لطيفة,,لطيفة
17073,879,هحكي,,هحكي
17074,879,عنها,,عنها
17075,879,بالتفصيل,,بالتفصيل
17076,879,مين,,مين
17077,879,جرب,,جرب
17078,879,المنيو,,المنيو
17079,879,الجديدة,,الجديدة
17080,879,بتاعتهم,,بتاعتهم
17081,880,كبابجي,,كبابجي
17082,880,#,,#
17083,880,الصفا,,الصفا
17084,880,من,,من
17085,880,الكبابجية,,الكبابجية
17086,880,القليلين,,القليلين
17087,880,اللي,,اللي
17088,880,لسه,,لسه
17089,880,محافظين,,محافظين
17090,880,علي,,علي
17091,880,نفسهم,,نفسهم
17092,880,وبستايل,,وبستايل
17093,880,الشغل,,الشغل
17094,880,القديم,,القديم
17095,880,الريش,,الريش
17096,880,والكفتة,,والكفتة
17097,880,الاتنين,,الاتنين
17098,880,حاجة,,حاجة
17099,880,مش,,مش
17100,880,مممكن,,مممكن
17101,880,في,,في
17102,880,الجمال,,الجمال
17103,880,والناس,,والناس
17104,880,اللي,,اللي
17105,880,بتحب,,بتحب
17106,880,الحلويات,,الحلويات
17107,880,الكلاوي,,الكلاوي
17108,880,هناك,,هناك
17109,880,رهيبه,,رهيبه
17110,880,المخاصي,,المخاصي
17111,880,مش,,مش
17112,880,بطالة,,بطالة
17113,880,والكبدة,,والكبدة
17114,880,عادية,,عادية
17115,880,لكن,,لكن
17116,880,بجد,,بجد
17117,880,الريش,,الريش
17118,880,والكفتة,,والكفتة
17119,880,هناك,,هناك
17120,880,من,,من
17121,880,عالم,,عالم
17122,880,تاني,,تاني
17123,880,خاصة,,خاصة
17124,880,الكفتة,,الكفتة
17125,880,فعلا,,فعلا
17126,880,مختلفة,,مختلفة
17127,880,جدا,,جدا
17128,880,ضاني,,ضاني
17129,880,طبعا,,طبعا
17130,880,بس,,بس
17131,880,مثالية,,مثالية
17132,880,.,,.
17133,881,جربت,,جربت
17134,881,مره,,مره
17135,881,الحمام,,الحمام
17136,881,كان,,كان
17137,881,ظريف,,ظريف
17138,881,برضو,,برضو
17139,881,السجق,,السجق
17140,881,بقي,,بقي
17141,881,اللي,,اللي
17142,881,حوار,,حوار
17143,881,ومحتاجين,,ومحتاجين
17144,881,نتكلم,,نتكلم
17145,881,عنه,,عنه
17146,881,لأنه,,لأنه
17147,881,مختلف,,مختلف
17148,881,عن,,عن
17149,881,اي,,اي
17150,881,سجق,,سجق
17151,881,كباباجي,,كباباجي
17152,881,أكلته,,أكلته
17153,881,قبل,,قبل
17154,881,كده,,كده
17155,881,،,,،
17156,881,هو,,هو
17157,881,سجق,,سجق
17158,881,زي,,زي
17159,881,بتاع,,بتاع
17160,881,الجزار,,الجزار
17161,881,بالظبط,,بالظبط
17162,881,تخين,,تخين
17163,881,سيكة,,سيكة
17164,881,كدة,,كدة
17165,881,ومتبل,,ومتبل
17166,881,جدا,,جدا
17167,881,وچوسي,,وچوسي
17168,881,بطريقة,,بطريقة
17169,881,رهيبة,,رهيبة
17170,881,بس,,بس
17171,881,طعمة,,طعمة
17172,881,مختلف,,مختلف
17173,881,وهتحس,,وهتحس
17174,881,انك,,انك
17175,881,بتاكل,,بتاكل
17176,881,سجق,,سجق
17177,881,بيتي,,بيتي
17178,881,مشوي,,مشوي
17179,881,عالفحم,,عالفحم
17180,881,اعتقد,,اعتقد
17181,881,في,,في
17182,881,ناس,,ناس
17183,881,هتتوهم,,هتتوهم
17184,881,بيه,,بيه
17185,881,وناس,,وناس
17186,881,ممكن,,ممكن
17187,881,مايكونش,,مايكونش
17188,881,علي,,علي
17189,881,هواها,,هواها
17190,881,خاصة,,خاصة
17191,881,انه,,انه
17192,881,مش,,مش
17193,881,واخد,,واخد
17194,881,سنة,,سنة
17195,881,التحميصة,,التحميصة
17196,881,بتاعة,,بتاعة
17197,881,سجق,,سجق
17198,881,الفحم,,الفحم
17199,881,عشان,,عشان
17200,881,چوسي,,چوسي
17201,881,جدا,,جدا
17202,881,أنا,,أنا
17203,881,عن,,عن
17204,881,نفسي,,نفسي
17205,881,بحب,,بحب
17206,881,المقرمش,,المقرمش
17207,881,سنة,,سنة
17208,881,بس,,بس
17209,881,معظم,,معظم
17210,881,صحابي,,صحابي
17211,881,عجبهم,,عجبهم
17212,881,جدا,,جدا
17213,881,وعندهم,,وعندهم
17214,881,كمان,,كمان
17215,881,شوربة,,شوربة
17216,881,حمام,,حمام
17217,881,بلسان,,بلسان
17218,881,عصفور,,عصفور
17219,881,ظريفة,,ظريفة
17220,881,جدا,,جدا
17221,881,.,,.
17222,882,#,,#
17223,882,الاسعار,,الاسعار
17224,882,هو,,هو
17225,882,مش,,مش
17226,882,رخيص,,رخيص
17227,882,عشان,,عشان
17228,882,بيشتغل,,بيشتغل
17229,882,لحمة,,لحمة
17230,882,ضاني,,ضاني
17231,882,نضيفة,,نضيفة
17232,882,هتلاقوا,,هتلاقوا
17233,882,المنيو,,المنيو
17234,882,في,,في
17235,882,الصور,,الصور
17236,882,#,,#
17237,882,عنوان,,عنوان
17238,882,#,,#
17239,882,كبابجي_الصفا,,كبابجي_الصفا
17240,882,متفرع,,متفرع
17241,882,من,,من
17242,882,#,,#
17243,882,ميدان_الجيش,,ميدان_الجيش
17244,882,في,,في
17245,882,شارع,,شارع
17246,882,النزهة,,النزهة
17247,882,،,,،
17248,882,لو,,لو
17249,882,انت,,انت
17250,882,جاي,,جاي
17251,882,من,,من
17252,882,ميدان,,ميدان
17253,882,الجيش,,الجيش
17254,882,هو,,هو
17255,882,الشارع,,الشارع
17256,882,اللي,,اللي
17257,882,علي,,علي
17258,882,ناصيتة,,ناصيتة
17259,882,كشري,,كشري
17260,882,السلام,,السلام
17261,882,ولو,,ولو
17262,882,انت,,انت
17263,882,جاي,,جاي
17264,882,من,,من
17265,882,شارع,,شارع
17266,882,رمسيس,,رمسيس
17267,882,اعتقد,,اعتقد
17268,882,انه,,انه
17269,882,الشارع,,الشارع
17270,882,اللي,,اللي
17271,882,بعد,,بعد
17272,882,كوك,,كوك
17273,882,دور,,دور
17274,882,عامة,,عامة
17275,882,شارع,,شارع
17276,882,النزهة,,النزهة
17277,882,مشهور,,مشهور
17278,882,في,,في
17279,882,المنطقة,,المنطقة
17280,882,ديه,,ديه
17281,882,..,,..
17282,883,maybe,,maybe
17283,884,lala,,lala
17284,884,bgad,,bgad
17285,884,3ash,,3ash
17286,884,ba3d,,ba3d
17287,884,ellecture,,ellecture
17288,884,dee,,dee
17289,884,lazem,,lazem
17290,884,😂,,😂
17291,885,18,,18
17292,885,.,,.
17293,885,haga,,haga
17294,886,mafeesh,,mafeesh
17295,886,representatives,,representatives
17296,886,‎,,‎
17297,887,hoa,,hoa
17298,887,7ad,,7ad
17299,887,fahem,,fahem
17300,887,mwdo3,,mwdo3
17301,887,eltest,,eltest
17302,887,files,,files
17303,887,flmicro,,flmicro
17304,887,?,,?
17305,888,howa,,howa
17306,888,el,,el
17307,888,talat,,talat
17308,888,agaza,,agaza
17309,888,leh,,leh
17310,888,?,,?
17311,889,mn,,mn
17312,889,lecture,,lecture
17313,889,1,,1
17314,889,l,,l
17315,889,5,,5
17316,890,la,,la
17317,890,l,,l
17318,890,tanya,,tanya
17319,890,dih,,dih
17320,890,in,,in
17321,890,exist,,exist
17322,890,dih,,dih
17323,890,byshoof,,byshoof
17324,890,lselection,,lselection
17325,890,l,,l
17326,890,enta,,enta
17327,890,bt3melo,,bt3melo
17328,890,say,,say
17329,890,select,,select
17330,890,x,,x
17331,890,from,,from
17332,890,y,,y
17333,890,where,,where
17334,890,c,,c
17335,890,wsay,,wsay
17336,890,en,,en
17337,890,there's,,there's
17338,890,no,,no
17339,890,record,,record
17340,890,x,,x
17341,890,in,,in
17342,890,table,,table
17343,890,y,,y
17344,890,such,,such
17345,890,that,,that
17346,890,c,,c
17347,890,holds,,holds
17348,890,fa,,fa
17349,890,loutput,,loutput
17350,890,is,,is
17351,890,an,,an
17352,890,empty,,empty
17353,890,list,,list
17354,890,fa,,fa
17355,890,l,,l
17356,890,not,,not
17357,890,exist,,exist
17358,890,hayedy,,hayedy
17359,890,TRUE,,TRUE
17360,891,3amal,,3amal
17361,891,/,,/
17362,891,2,,2
17363,891,3shan,,3shan
17364,891,y5ally,,y5ally
17365,891,lhomogeneous,,lhomogeneous
17366,891,part,,part
17367,891,b,,b
17368,891,1,,1
17369,891,",",,","
17370,891,eshan,,eshan
17371,891,ysheelo,,ysheelo
17372,891,w,,w
17373,891,y2dar,,y2dar
17374,891,y5lleha,,y5lleha
17375,891,inhomogeneous,,inhomogeneous
17376,892,mn,,mn
17377,892,mfesh,,mfesh
17378,892,*,,*
17379,893,idk,,idk
17380,893,bs,,bs
17381,893,lecture,,lecture
17382,893,8,,8
17383,893,w,,w
17384,893,9,,9
17385,893,kolohom,,kolohom
17386,893,😅😅,,😅😅
17387,894,nice,,nice
17388,894,👍🏽😂,,👍🏽😂
17389,895,heya,,heya
17390,895,floffice,,floffice
17391,895,el,,el
17392,895,gowa,,gowa
17393,895,eloffice,,eloffice
17394,895,nafso,,nafso
17395,896,tyb,,tyb
17396,896,bas,,bas
17397,896,lw,,lw
17398,896,el,,el
17399,896,cc,,cc
17400,896,bas,,bas
17401,896,b3to,,b3to
17402,896,ezay,,ezay
17403,896,haneqn3hom,,haneqn3hom
17404,896,en,,en
17405,896,da,,da
17406,896,ra2y,,ra2y
17407,896,el,,el
17408,896,dof3a,,dof3a
17409,896,kolaha,,kolaha
17410,896,msh,,msh
17411,896,el,,el
17412,896,cc,,cc
17413,896,bas,,bas
17414,896,?,,?
17415,897,hwa,,hwa
17416,897,lproject,,lproject
17417,897,nezel,,nezel
17418,897,emta,,emta
17419,897,😂😂,,😂😂
17420,898,eda,,eda
17421,898,allah,,allah
17422,898,naruto,,naruto
17423,898,!,,!
17424,899,7d,,7d
17425,899,mn,,mn
17426,899,ay,,ay
17427,899,t,,t
17428,899,3yz,,3yz
17429,899,yroo7,,yroo7
17430,899,13,,13
17431,899,someone,,someone
17432,899,is,,is
17433,899,very,,very
17434,899,desperate,,desperate
17435,899,😂😂😂,,😂😂😂
17436,900,بعد,,بعد
17437,900,اذن,,اذن
17438,900,حبايبنا,,حبايبنا
17439,900,الي,,الي
17440,900,مش,,مش
17441,900,met,,met
17442,900,يطلعوا,,يطلعوا
17443,900,😅,,😅
17444,901,bs,,bs
17445,901,bas2at,,bas2at
17446,901,ana,,ana
17447,901,fl,,fl
17448,901,a5er,,a5er
17449,901,😂😂,,😂😂
17450,902,nzzel,,nzzel
17451,902,elmaterial,,elmaterial
17452,902,w2fel,,w2fel
17453,902,data,,data
17454,902,wwifi,,wwifi
17455,902,.,,.
17456,902,ht5llas,,ht5llas
17457,902,f,,f
17458,902,sa3teen,,sa3teen
17459,902,talat,,talat
17460,902,sa3at,,sa3at
17461,902,bdon,,bdon
17462,902,mobal8a,,mobal8a
17463,902,.,,.
17464,903,final,,final
17465,903,11,,11
17466,903,solution,,solution
17467,903,.,,.
17468,903,pdf,,pdf
17469,903,•,,•
17470,903,9,,9
17471,903,pages,,pages
17472,903,document,,document
17473,903,omitted,,omitted
17474,903,‎,,‎
17475,904,tamam,,tamam
17476,904,shokann,,shokann
17477,905,u,,u
17478,905,have,,have
17479,905,to,,to
17480,905,edit,,edit
17481,905,its,,its
17482,905,cell,,cell
17483,906,mlhomsh,,mlhomsh
17484,906,da3wa,,da3wa
17485,907,nb2a,,nb2a
17486,907,netkalem,,netkalem
17487,907,m3ah,,m3ah
17488,907,bokra,,bokra
17489,908,final,,final
17490,908,7,,7
17491,908,solution,,solution
17492,908,.,,.
17493,908,pdf,,pdf
17494,908,9,,9
17495,908,pages,,pages
17496,908,document,,document
17497,908,omitted,,omitted
17498,908,‎,,‎
17499,909,ana,,ana
17500,909,ba2ool,,ba2ool
17501,909,nel8y,,nel8y
17502,909,t09,,t09
17503,909,w,,w
17504,909,n3mel,,n3mel
17505,909,nefsena,,nefsena
17506,909,group2,,group2
17507,909,😂😂😂,,😂😂😂
17508,910,mhw,,mhw
17509,910,3ala,,3ala
17510,910,7asab,,7asab
17511,910,ana,,ana
17512,910,basplit,,basplit
17513,910,evens,,evens
17514,910,bs,,bs
17515,910,wala,,wala
17516,910,la,,la
17517,910,lw,,lw
17518,910,b3mel,,b3mel
17519,910,split,,split
17520,910,evens,,evens
17521,910,bs,,bs
17522,910,then,,then
17523,910,msln,,msln
17524,910,hyb2a,,hyb2a
17525,910,feeh,,feeh
17526,910,configurations,,configurations
17527,910,akeed,,akeed
17528,910,feeha,,feeha
17529,910,2,,2
17530,910,odds,,odds
17531,910,plus,,plus
17532,910,b3d,,b3d
17533,910,ynazelo,,ynazelo
17534,910,l,,l
17535,910,rakam,,rakam
17536,910,l,,l
17537,910,mwgood,,mwgood
17538,910,already,,already
17539,911,🤦🏽‍♂🤦🏽‍♂🤦🏽‍♂,,🤦🏽‍♂🤦🏽‍♂🤦🏽‍♂
17540,912,وانتوا,,وانتوا
17541,912,طيبين,,طيبين
17542,912,عيد,,عيد
17543,912,سعيد,,سعيد
17544,912,عليكم,,عليكم
17545,913,anti,,anti
17546,913,symmetric,,symmetric
17547,913,ma3naha,,ma3naha
17548,913,en,,en
17549,913,lazem,,lazem
17550,913,xry,,xry
17551,913,teb2a,,teb2a
17552,913,heya,,heya
17553,913,heya,,heya
17554,913,yrx,,yrx
17555,913,w,,w
17556,913,x,,x
17557,913,=,,=
17558,913,y,,y
17559,913,fe,,fe
17560,913,kol,,kol
17561,913,elcases,,elcases
17562,913,hena,,hena
17563,913,law,,law
17564,913,7atteti,,7atteti
17565,913,a,,a
17566,913,=,,=
17567,913,1,,1
17568,913,w,,w
17569,913,b,,b
17570,913,=,,=
17571,913,1,,1
17572,913,w,,w
17573,913,5alleti,,5alleti
17574,913,n,,n
17575,913,be,,be
17576,913,-,,-
17577,913,1,,1
17578,913,hateb2a,,hateb2a
17579,913,heya,,heya
17580,913,heya,,heya
17581,913,law,,law
17582,913,5alleti,,5alleti
17583,913,a,,a
17584,913,Err:520,,Err:520
17585,913,1,,1
17586,913,w,,w
17587,913,b,,b
17588,913,=,,=
17589,913,1,,1
17590,913,w,,w
17591,913,5alleti,,5alleti
17592,913,n,,n
17593,913,be,,be
17594,913,-,,-
17595,913,1,,1
17596,913,fa,,fa
17597,913,keda,,keda
17598,913,xry,,xry
17599,913,heya,,heya
17600,913,heya,,heya
17601,913,yrx,,yrx
17602,913,bas,,bas
17603,913,x,,x
17604,913,not,,not
17605,913,=,,=
17606,913,y,,y
17607,913,fa,,fa
17608,913,keda,,keda
17609,913,heya,,heya
17610,913,msh,,msh
17611,913,anti,,anti
17612,913,symmetric,,symmetric
17613,914,strictly,,strictly
17614,914,3,,3
17615,914,the,,the
17616,914,thing,,thing
17617,914,says,,says
17618,914,2,,2
17619,914,<,,<
17620,914,3,,3
17621,914,<,,<
17622,914,4,,4
17623,914,to,,to
